Number of Children,Number of Vehicles,Gender,Education level,Marital status,Savings Account,Savings Account Subgroup,Health Insurance,Lending,Payment,Service,Business Lending,Deposit Account,Deposit Account Balance,Deposit Account Transactions,Deposit Account Transactions AVG,Deposit Account Transactions MIN,Deposit Account Transactions MAX,Deposit Account Inflow,Deposit Account Inflow MIN,Deposit Account Inflow MAX,Deposit Account Outflow,Deposit Account Outflow MIN,Deposit Account Outflow MAX,Deposit Account Inflow Amount,Deposit Account Outflow Amount,Age,Region,Occupation Group,CUST_ID,Summary,Education_T1,Marital_Status_T1,Occupation_Group_T1,Region_T1,Number_of_Children_T1,Reason
1.0,0.0,Female,bachelor's degree,married,4.0,4.0,1.0,1.0,3.0,0.0,0.0,1.0,11846.54,70.0,2.69,1.0,6.0,26.0,1.0,4.0,44.0,1.0,4.0,213070.0,241234.75,40,Central,Corporate Employee,2282,"This customer represents a 40-year-old married female corporate employee living in the Central region. With a bachelor’s degree and one child, she manages her household without owning a vehicle, indicating a potentially urban lifestyle with access to public transportation or alternative arrangements. Her financial habits reflect a balanced approach to saving and spending, as evidenced by her use of four savings accounts and one deposit account with a healthy balance of $11,846.54. She actively utilizes payment services and has health insurance, but her lending activity is limited to personal loans, with no involvement in business lending or other financial services. Her deposit account records reveal a consistent transaction pattern, averaging 2.69 transactions per month, with a range of 1 to 6 transactions. Inflows to the account occur 26 times, with amounts ranging from $1 to $4 per transaction, totaling $213,070 annually. Outflows are slightly more frequent, occurring 44 times and totaling $241,234.75, indicating a modest overspend relative to inflow. The variability in transaction amounts suggests steady income sources paired with controlled but frequent spending. This customer typifies a financially active, middle-class professional balancing family responsibilities and personal financial management, likely prioritizing stability and convenience in her financial service choices.",bachelor's degree,married - registered,Corporate Employee,Central,1.0,"**Key Changes:**  
1. Marital Status updated to ""married - registered.""  
2. No significant change in education, occupation, region, or number of children.  
3. No observable change in financial account balances, inflows, or outflows.  

**Root Causes:**  
The shift to ""married - registered"" likely reflects a formalization of marital status, possibly due to legal or financial planning reasons (e.g., tax benefits, joint financial arrangements, or estate planning). No other changes suggest major life events.  

**Financial Impact:**  
Neutral. The formalization of marital status does not directly alter financial behavior or account metrics at this stage. However, it may signal future financial integration with a spouse (e.g., shared accounts or joint investments).  

**Behavioral Pattern:**  
The customer’s financial behavior remains consistent, reflecting stable habits. The marital status change suggests a focus on long-term planning or legal formalities, aligning with her overall profile as a financially active, middle-class professional prioritizing stability. This indicates a steady, pragmatic approach to financial management without major disruptions.  "
0.0,1.0,Female,bachelor's degree,single,3.0,3.0,1.0,0.0,3.0,1.0,0.0,1.0,0.18,164.0,5.66,1.0,11.0,56.0,1.0,5.0,108.0,1.0,9.0,103128.0,113270.0,42,Central,Entrepreneur,737,"This customer is a 42-year-old single female entrepreneur based in the Central region, holding a bachelor's degree and managing a lifestyle without children but with one vehicle. Her financial behavior reflects a pragmatic and active approach to money management, indicative of a business-minded individual with moderate personal spending and savings habits. She maintains three savings accounts, signaling a diversified approach to financial security, and uses payment services regularly, suggesting frequent transactional activities aligned with her entrepreneurial duties. While she does not utilize lending or business lending services, she has a deposit account with a modest balance of 0.18 units, yet remarkable activity with 164 transactions averaging 5.66 per transaction, revealing consistent, low-to-moderate amounts. Her deposit account inflows total 103,128 units, slightly below her outflows of 113,270 units, pointing to a tendency of reinvesting income or managing tight cash flow, common among entrepreneurs. Inflows range between 1–5 units per transaction, while outflows vary between 1–9 units, showing variability but controlled spending. Her reliance on health insurance further highlights a cautious approach to personal well-being. Overall, this customer embodies a financially active and self-reliant entrepreneur prioritizing financial stability, frequent transactional engagement, and a calculated balance between income and expenditures, making her a likely match for others in entrepreneurial or independent professions.",bachelor's degree,single,Freelancer,Central,0.0,"**Key Changes:**  
1. Occupation change from Entrepreneur to Freelancer.  
2. No change in key demographic factors (education, marital status, children, and region).  
3. No significant shifts in financial metrics or banking activity noted.  

**Root Causes:**  
The shift from Entrepreneur to Freelancer suggests a transition to a more flexible, project-based work model, potentially driven by changing market conditions, professional preferences, or a desire to reduce fixed business overhead. This may reflect a strategic adjustment to manage income streams efficiently or align work-life balance with personal priorities.  

**Financial Impact:**  
The financial impact is likely **neutral to slightly positive**. Freelancers often exhibit lower fixed costs (e.g., no infrastructure expenses) and more adaptable cash flow, which may help this customer better manage her already tight inflow-outflow dynamics. However, income variability could increase, requiring disciplined financial planning.  

**Behavioral Pattern:**  
The customer’s financial behavior remains consistent with a calculated, pragmatic approach. The transition to freelancing reinforces her self-reliant traits while prioritizing flexibility. Her consistent transactional activity and cautious spending suggest she is likely to mitigate risks associated with income variability effectively."
0.0,0.0,Male,bachelor's degree,single,4.0,4.0,1.0,0.0,4.0,0.0,0.0,1.0,9000.69,55.0,3.06,1.0,8.0,9.0,1.0,2.0,46.0,1.0,6.0,15433.0,16961.0,31,Southern,Student,3418,"This customer is a 31-year-old single male residing in the Southern region, holding a bachelor’s degree and currently classified as a student. With no children or vehicles, his lifestyle reflects a focus on education and minimal household dependencies. Financially, he demonstrates a disciplined yet dynamic approach to money management. He maintains a savings account with active usage, suggesting an emphasis on financial security, alongside basic health insurance coverage for risk mitigation. While he does not engage in lending, business services, or other advanced financial products, his payment activity is robust, indicating frequent transactional behavior for everyday purchases or bills. His deposit account balance of $9,000.69 is relatively healthy, but his transaction patterns reveal considerable variability. He conducts 55 transactions monthly, averaging $3.06 per transaction, with inflows totaling $15,433 and outflows slightly exceeding at $16,961, signaling a slight overspending trend. Inflows are steady but modest, with amounts ranging between $1 and $2, while outflows are more frequent and variable, peaking at $6. This suggests he relies on regular, smaller income streams, possibly from allowances or part-time work, while maintaining active spending habits. Overall, he represents a young, educated, and financially active student with moderate liquidity who prioritizes convenience and basic financial services over long-term investments.",bachelor's degree,single,Corporate Employee,Southern,0.0,"**Key Changes:**  
1. Occupation shifted from Student to Corporate Employee.  
2. Income sources likely increased through employment, as implied by the occupation change.  
3. Stability in other demographics (marital status, region, children) indicates continuity in personal life.

**Root Causes:**  
The transition from student to corporate employee suggests the customer has completed academic pursuits and entered the workforce. This shift is likely driven by career growth aspirations and financial independence. The lack of changes in marital status, children, and region suggests a focus on professional development rather than major personal life changes.

**Financial Impact:**  
The change to full-time employment likely enhances cash inflows, improving liquidity and reducing reliance on small income streams. This is expected to positively impact savings and reduce overspending trends seen at T0. However, increased expenses from professional life or lifestyle upgrades could offset gains.

**Behavioral Pattern:**  
The customer has transitioned from a disciplined student managing modest income streams to a corporate employee likely prioritizing income stability and financial growth. His financial behavior may shift toward saving for long-term goals and exploring advanced financial products, reflecting an upward trajectory in financial maturity."
0.0,1.0,Female,vocational certificate/ diploma,married,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,583.21,4.0,1.33,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,607.0,230.0,51,Central,Corporate Employee,3058,"This customer is a 51-year-old married female residing in the Central region, holding a vocational certificate or diploma and working as a corporate employee. She has no children and owns one vehicle, reflecting a stable midlife lifestyle. Financially, she maintains two savings accounts and actively uses payment services, indicative of a preference for straightforward financial management tools. Her health insurance coverage further suggests a focus on personal security and risk mitigation. While she does not utilize lending or business-related financial products, she holds a deposit account with a modest balance of $583.21, signaling a conservative approach to liquid savings. Her deposit account exhibits steady transaction activity, with four transactions averaging 1.33 per period and consistent inflow and outflow amounts, both capped at $1.00 per transaction. She appears to manage inflows ($607.00) and outflows ($230.00) with a disciplined approach, maintaining a surplus that aligns with her stable income from corporate employment. The lack of variability in her transaction patterns and reliance on core financial services suggest she is a financially cautious customer, likely prioritizing routine savings and predictable cash flow over complex or high-risk financial products. This profile represents a financially secure, middle-aged professional seeking reliability and simplicity in her banking relationships.",vocational certificate/ diploma,single,Corporate Employee,Central,0.0,"**Key Changes:**  
1. Marital Status changed from married to single.  
2. No notable changes were observed in occupation, region, education, or number of children.  
3. Financial account activity remains consistent, reflecting stable inflows/outflows and transaction patterns.  

**Root Causes:**  
The shift from married to single suggests a significant life event, such as divorce or separation, likely influencing personal and financial priorities. This change may lead to increased autonomy in financial decision-making and potential adjustments in household expenses or savings goals.  

**Financial Impact:**  
The financial implications appear neutral overall. The customer's disciplined financial habits—consistent deposit account inflows ($607.00) exceeding outflows ($230.00)—and stable transaction patterns suggest she has absorbed the marital status change without immediate financial strain.  

**Behavioral Pattern:**  
The customer continues to exhibit cautious financial behavior, prioritizing stability and predictability in banking activities. Despite marital status changes, her steady transaction activity and surplus management reflect resilience and a focus on maintaining financial security amid life transitions."
0.0,0.0,Female,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,30,Northern,Freelancer,2104,"This customer is a 30-year-old single female residing in the Northern region who has completed high school and works as a freelancer. She currently has no children or vehicles, reflecting a minimalist lifestyle with fewer personal dependencies. Financially, she appears disengaged from traditional banking services, as she does not hold a savings account, health insurance, lending products, payment services, business lending, or a deposit account. Her financial behaviors are unknown, as transaction data regarding inflows, outflows, balances, and amounts are unavailable, suggesting either limited financial activity or a preference for alternative financial arrangements outside the conventional banking system. As a freelancer, her income may be irregular, which could influence her approach to managing money, potentially favoring cash-based or informal financial instruments. This profile represents an independent, low-engagement customer who may be early in her financial journey or seeking services tailored to flexible, non-traditional financial needs. Similar customers would likely share her demographic characteristics, occupation type, and minimal engagement with financial products, positioning them as an untapped segment for targeted outreach or education on accessible banking solutions.",high school,single,Entrepreneur,Northern,0.0,"**Key Changes:**  
1. Occupation shift from Freelancer to Entrepreneur.  
2. No change in financial product engagement or demographic factors.  
3. No new children or vehicles, maintaining lifestyle consistency.

**Root Causes:**  
The transition from freelancer to entrepreneur suggests a career progression or formalization of income-generating activities. This could stem from increased financial confidence, new business opportunities, or a desire for greater stability and scalability in income. The lack of changes in other areas indicates that her lifestyle and personal priorities remain largely unchanged.

**Financial Impact:**  
The shift to entrepreneurship is a *potentially positive* financial move, as it may lead to higher, more consistent income. However, it also introduces financial risks, such as irregular cash flows, higher expenses, or debt needs. Her continued disengagement with financial products suggests missed opportunities to leverage banking tools for business or personal growth.

**Behavioral Pattern:**  
The customer shows a shift toward professional growth (entrepreneurship), but her financial behavior remains static, with no adoption of banking tools. This reflects a cautious, cash-dependent mindset, possibly influenced by a preference for independence or mistrust in traditional financial systems. A need for tailored financial education remains evident."
3.0,0.0,Male,high school,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,61,Central,Freelancer,3763,"This customer represents a 61-year-old single male residing in the Central region, with a high school education and working as a freelancer. He has three children but no vehicles, suggesting a possible reliance on public transportation or shared resources. Financially, he does not currently utilize any savings accounts, health insurance, lending products, payment services, or business lending, indicating limited engagement with formal financial services. Furthermore, there is no available data on deposit account balances or transaction patterns, leaving his inflow and outflow behaviors unclear. This lack of financial activity may suggest either a preference for cash-based transactions or an underbanked status, potentially due to his freelance occupation, which often comes with variable income streams. His demographic profile and absence of financial service usage paint the picture of a customer who may prioritize immediate needs over long-term financial planning or investment. This profile could align with similar customers who are older working individuals juggling family responsibilities, navigating a freelance profession, and relying minimally on institutional financial products.",high school,single,Corporate Employee,Central,3.0,"**Key Changes:**  
1. Occupation shift from Freelancer to Corporate Employee.  
2. Stability in marital status, education, and number of children.  
3. No new engagement with financial services or banking products.  

**Root Causes:**  
The transition from freelancing to corporate employment suggests a pursuit of stable income, likely driven by financial pressures or the need to better support family responsibilities (three children). This shift may also reflect a desire for predictable benefits such as health insurance or retirement plans, often unavailable in freelance work.  

**Financial Impact:**  
The change is likely positive, as corporate employment typically provides a steady income stream, better access to credit, and opportunities for financial planning. However, the lack of immediate engagement with financial services indicates the customer may still be cautious or adjusting to this transition.  

**Behavioral Pattern:**  
The customer is signaling a shift from irregular, cash-driven behavior to a more structured financial lifestyle. However, the unchanged engagement with banking products suggests a lag in adopting formal financial tools, possibly due to habit, trust issues, or a delay in corporate job benefits materializing."
1.0,1.0,Male,bachelor's degree,married,5.0,5.0,1.0,2.0,3.0,0.0,0.0,1.0,245.18,34.0,2.0,1.0,4.0,14.0,1.0,2.0,20.0,1.0,2.0,40900.0,41606.0,52,Central,Corporate Employee,1781,"This customer is a 52-year-old married male with a bachelor's degree, working as a corporate employee in the Central region. He has one child and owns one vehicle, suggesting a stable middle-class lifestyle. Financially, he demonstrates a preference for saving, maintaining five savings accounts and actively managing them, while also utilizing health insurance and lending services moderately. His payment activity is notable, but he does not engage in business lending or additional service offerings. His deposit account reflects consistent activity, with a modest balance of $245.18, and a total of 34 transactions per month averaging two transactions per day. These transactions show steady inflows and outflows with low variability (ranging from $1 to $2 per transaction). Monthly inflows total $40,900, closely matched by outflows of $41,606, indicating a balanced cash flow with minimal surplus. His financial behavior suggests a practical and organized individual who prioritizes family security and steady financial management over risk-taking or aggressive investment strategies. He is likely focused on ensuring stability, evidenced by his regular transaction activity and moderate use of lending services. This profile aligns with a disciplined, middle-aged professional balancing work and family commitments, and would be useful for identifying customers with similar saving-focused and consistent financial habits.",bachelor's degree,married,Corporate Employee,Central,2.0,"**Key Changes:**  
1. Number of Children increased from 1.0 to 2.0.  
2. No other demographic or financial categories changed significantly.  

**Root Causes:**  
The increase in the number of children likely indicates the birth or adoption of a second child. This life event typically brings increased financial responsibilities, including higher household expenses, childcare, education planning, and potentially adjustments to savings or insurance coverage.  

**Financial Impact:**  
The financial impact is likely **negative** in the short term due to increased outflows for childcare and household needs. However, this could be mitigated if the customer reallocates savings or increases income to balance new expenses. The steady inflow-outflow balance at T0 suggests the customer is financially disciplined and capable of adapting.  

**Behavioral Pattern:**  
The customer is likely shifting from a savings-focused strategy to one balancing family-oriented expenses and financial security. His stable cash flow at T0 suggests he will prioritize maintaining financial equilibrium while addressing new family commitments, reinforcing his practical and organized approach to managing life changes."
0.0,0.0,Male,others,married - registered,3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,6525.7,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,6500.0,6490.0,41,Central,Corporate Employee,3574,"This customer represents a middle-aged (41-year-old) married male corporate employee living in the Central region, with no children or vehicles. He has a modest educational background categorized as ""others."" Financially, he demonstrates a cautious and disciplined approach to money management. He actively uses three savings accounts and maintains a deposit account with a balance of $6,525.70. His transaction history reveals stable and predictable financial patterns, with four deposit account transactions occurring monthly, each averaging $1,000, and inflow transactions closely matching outflows ($6,500 inflow vs. $6,490 outflow). This points to a systematic ""pay-as-you-go"" lifestyle, likely emphasizing budgeting and financial equilibrium. His health insurance coverage suggests a pragmatic focus on security, but he currently does not utilize lending or business loan services, indicating a preference for self-reliance over debt. Payment services are moderately used (two accounts), signaling routine engagement with essential financial functions, possibly tied to his corporate employment. Overall, he exemplifies a balanced, low-risk segment of customers who prioritize financial stability, regularity, and self-sufficiency over leveraging credit or pursuing high-risk investments. Similar customers would likely share his steady inflow/outflow patterns, savings-focused behavior, and reliance on foundational financial services.",others,single,Corporate Employee,Central,0.0,"**Key Changes:**  
1. Marital Status changed from ""married - registered"" to ""single.""  
2. No alterations were observed in savings, deposit accounts, or transactional behavior.  
3. Other key demographics and financial activities remained stable.

**Root Causes:**  
The change in marital status likely reflects a divorce or separation. This may arise from personal circumstances, such as relationship dissolution, impacting household structure and financial dependencies. The absence of changes in financial activity suggests the customer maintained independent financial control during the marriage, reducing disruption from the transition to single status.

**Financial Impact:**  
The financial implications appear neutral. The customer’s disciplined money management and stable inflow/outflow patterns remain unchanged, suggesting resilience and adaptability. No additional financial stressors, such as debt uptake, are evident, indicating continued self-reliance.

**Behavioral Pattern:**  
The customer retains their systematic and cautious approach to finances despite a major life event. This stability signals emotional resilience and a commitment to financial equilibrium, prioritizing routine and self-sufficiency over reactive financial decisions."
0.0,1.0,Male,bachelor's degree,married - registered,11.0,8.0,10.0,3.0,5.0,1.0,0.0,3.0,224275.37,38.0,2.24,1.0,9.0,12.0,1.0,3.0,26.0,1.0,7.0,428982.51,363477.2,53,Central,Corporate Employee,3419,"This customer represents a 53-year-old married male corporate employee residing in the Central region, with a bachelor's degree and no children. He owns one vehicle and demonstrates a stable yet moderately active financial lifestyle. His primary financial relationships center around savings and deposit accounts, with a total deposit account balance of approximately $224,275.37. He conducts an average of 38 transactions per month, with inflows totaling $428,982.51 and outflows of $363,477.20, suggesting a high income and disciplined financial management. The average transaction size is consistent, ranging from $1 to $9, indicating regular monthly expenses with moderate variability. Outflows exceed inflows in terms of frequency, signaling active spending patterns, likely tied to lifestyle or fixed commitments. This customer leverages financial products such as savings accounts and health insurance extensively, while lending usage remains minimal, suggesting a preference for liquidity and low reliance on credit. He uses payment services moderately but avoids business lending, indicating a focus on personal finances rather than entrepreneurial ventures. Overall, his profile suggests a financially stable, middle-aged professional with a structured approach to managing finances, likely prioritizing savings and predictable cash flow. This demographic and behavioral pattern aligns with customers who value financial security and routine over risk or expansion.",bachelor's degree,single,Corporate Employee,Central,0.0,"**Key Changes:**  
1. Marital Status: Transitioned from ""married - registered"" to ""single.""  
2. No change in financial account activity or balances, suggesting stability in spending/saving habits.  
3. No observed shifts in occupation, region, or children, maintaining previous demographic consistency.

**Root Causes:**  
The shift to ""single"" likely indicates a divorce or separation. This life event may explain the absence of financial disruptions, as no children or joint business/lending accounts were involved. High liquidity and disciplined financial management suggest the customer was financially prepared for this transition.

**Financial Impact:**  
Neutral. Despite the marital status change, the customer’s deposit account balance ($224,275.37), inflow ($428,982.51), and outflow ($363,477.20) remain consistent, indicating no immediate strain on finances. The absence of credit reliance reduces vulnerability.

**Behavioral Pattern:**  
The customer demonstrates resilience, maintaining a stable financial routine. His disciplined approach to cash flow suggests a focus on preserving liquidity and stability amid personal life changes. This behavior aligns with his risk-averse, security-oriented profile."
0.0,0.0,Female,bachelor's degree,single,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,31,Central,Corporate Employee,1906,"This customer represents a 31-year-old single female corporate employee residing in the Central region, holding a bachelor’s degree and living an independent lifestyle with no children or vehicles. Financially, she does not currently utilize any savings accounts, health insurance, lending products, payment services, or business lending options. Her deposit account information, including balances, transaction patterns, inflow/outflow amounts, and variability, remains unknown, suggesting either a lack of engagement with traditional financial services or incomplete data capture. This profile indicates a potential customer who might be in the early stages of financial planning or prefers alternative banking solutions outside of conventional accounts and services. Her status as a corporate professional implies steady income and a structured work environment, which could position her as an emerging market for targeted financial products like health insurance, savings accounts, or tailored lending solutions. This profile highlights an opportunity to engage her with offerings that match her lifestyle and professional aspirations, while her lack of financial activity suggests a need for outreach to better understand her preferences and habits. Her demographic and occupational characteristics align with individuals who may prioritize convenience and digital-first financial tools over traditional methods.",bachelor's degree,single,Entrepreneur,Central,0.0,"**Key Changes:**  
1. Occupation shifted from Corporate Employee to Entrepreneur.  
2. No changes in marital status, region, or children, indicating lifestyle consistency.  
3. Financial engagement remains stagnant—no new utilization of savings, lending, or other financial services.  

**Root Causes:**  
The transition to entrepreneurship likely reflects a career-driven decision to pursue independence or capitalize on a business opportunity. This change may be influenced by aspirations for greater financial autonomy, flexibility, or dissatisfaction with corporate employment.  

**Financial Impact:**  
Neutral to potentially negative short-term impact, as entrepreneurship often entails financial uncertainty, initial capital investment, and reliance on personal savings. Without evidence of active financial tools, the customer may face liquidity challenges unless alternative financing is utilized.  

**Behavioral Pattern:**  
The shift to entrepreneurship suggests a growing inclination toward self-reliance and risk-taking. However, the lack of engagement with financial products (e.g., savings, lending) points to either a delay in financial planning or reliance on non-traditional resources. This customer may benefit from tailored financial strategies to support business growth and personal financial stability."
