CUST_ID,Number of Children,Age,Gender,Education level,Marital status,Region,Occupation Group,loan,utility,finance,shopping,financial_services,health_and_care,home_lifestyle,transport_travel,leisure,public_services
2282,1.0,40,Female,bachelor's degree,married,Central,Corporate Employee,0.1,0.0,0.75,0.1,0.0,0.0,0.0,0.0,0.05,0.0
737,0.0,42,Female,bachelor's degree,single,Central,Entrepreneur,0.0,0.0,0.9696969696969696,0.0,0.0,0.0,0.0303030303030303,0.0,0.0,0.0
3418,0.0,31,Male,bachelor's degree,single,Southern,Student,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.25,0.0,0.0
1781,1.0,52,Male,bachelor's degree,married,Central,Corporate Employee,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0
3419,0.0,53,Male,bachelor's degree,married,Central,Corporate Employee,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
1906,0.0,31,Female,bachelor's degree,single,Central,Corporate Employee,0.0,0.0,0.4,0.4,0.0,0.0,0.2,0.0,0.0,0.0
1992,0.0,37,Male,bachelor's degree,single,Northern,Corporate Employee,0.2727272727272727,0.0,0.3636363636363636,0.2727272727272727,0.0,0.0909090909090909,0.0,0.0,0.0,0.0
1158,0.0,45,Male,bachelor's degree,single,Central,Freelancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
965,0.0,49,Male,high school,single,Eastern,Entrepreneur,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
691,0.0,60,Female,others,divorce,Northern,Unemployed,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3705,0.0,52,Female,high school,married,Northern,Entrepreneur,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4160,0.0,45,Male,bachelor's degree,single,Central,Corporate Employee,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
