CUST_ID,Number of Children,Age,Gender,Education level,Marital status,Region,Occupation Group,loan,utility,finance,shopping,financial_services,health_and_care,home_lifestyle,transport_travel,leisure,public_services
5,0.0,36,Female,high school,single,Central,Entrepreneur,0.3818792200040555,0.6132327259798925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048880540160519
6,0.0,27,Female,high school,single,Eastern,Corporate Employee,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7,2.0,57,Female,vocational certificate,widow,Central,Corporate Employee,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,26,Female,bachelor's degree,single,Central,Corporate Employee,0.0,0.0,0.0019874555226687,0.0,0.9972895095828836,0.0007230348944475,0.0,0.0,0.0,0.0
26,0.0,54,Female,bachelor's degree,married,Central,Corporate Employee,0.0,0.0,0.0,0.970873786407767,0.0,0.029126213592233,0.0,0.0,0.0,0.0
37,0.0,45,Female,vocational certificate,single,Northeastern,Corporate Employee,0.0,0.4592458146200147,0.0,0.0,0.5407541853799852,0.0,0.0,0.0,0.0,0.0
49,1.0,50,Male,bachelor's degree,married,Central,Other,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,34,Female,high school,single,Central,Entrepreneur,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1.0,54,Male,bachelor's degree,single,Central,Corporate Employee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
58,0.0,73,Female,master's degree,single,Western,Corporate Employee,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,26,Male,others,single,Central,Corporate Employee,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,50,Female,less than high school,single,Central,Corporate Employee,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,27,Male,others,single,Central,Entrepreneur,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,25,Male,high school,single,Eastern,Student,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,1.0,54,Male,bachelor's degree,married,Central,Corporate Employee,0.800919156047629,0.0938792563191978,0.0074368080217255,0.0,0.0,0.0977647796114476,0.0,0.0,0.0,0.0
77,0.0,34,Female,bachelor's degree,single,Central,Corporate Employee,0.0,0.0,0.6909555676824539,0.309044432317546,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,54,Female,bachelor's degree,single,Central,Corporate Employee,0.1973150962512664,0.0,0.8026849037487336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,31,Female,master's degree,married,Northeastern,Corporate Employee,0.0,0.0,0.6003099629569564,0.3996900370430436,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,32,Male,bachelor's degree,single,Southern,Entrepreneur,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,26,Female,others,single,Central,Corporate Employee,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,63,Female,others,single,Central,Entrepreneur,0.1999800019998,0.0514948505149485,0.5692430756924307,0.1792820717928207,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,39,Female,bachelor's degree,single,Central,Corporate Employee,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,41,Female,bachelor's degree,single,Central,Corporate Employee,0.0,0.0,0.5207630014562566,0.4272573008785669,0.0,0.0,0.0,0.0,0.0519796976651764,0.0
109,0.0,43,Male,bachelor's degree,married,Northeastern,Entrepreneur,0.7846973922427922,0.2153026077572077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,46,Female,bachelor's degree,single,Central,Corporate Employee,0.9523243826410784,0.0167325654038535,0.030943051955068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,58,Male,bachelor's degree,married,Southern,Entrepreneur,0.0,0.0,0.0,0.0,0.9998841638870388,0.0,0.0,0.0,0.0,0.0001158361129612
118,0.0,36,Male,bachelor's degree,married,Central,Freelancer,0.0,0.5440364770818334,0.0,0.0,0.0,0.0,0.0,0.0,0.4559635229181665,0.0
127,0.0,26,Female,others,single,Central,Professional,0.2033950705170709,0.0,0.4786435175957075,0.3179614118872215,0.0,0.0,0.0,0.0,0.0,0.0
130,1.0,45,Male,bachelor's degree,widow,Central,Corporate Employee,0.5874764486317404,0.1334686116397833,0.004343267544412,0.0,0.2747116721840642,0.0,0.0,0.0,0.0,0.0
131,1.0,43,Male,bachelor's degree,married,Western,Entrepreneur,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,41,Female,high school,single,Central,Corporate Employee,0.0,0.8581258095242505,0.0,0.0,0.0,0.1389409917607992,0.0,0.0,0.0,0.0029331987149502
134,0.0,38,Female,bachelor's degree,single,Central,Unemployed,0.5573862597598334,0.133375843325411,0.0751356678156255,0.0,0.0,0.0,0.23410222909913,0.0,0.0,0.0
141,0.0,49,Male,bachelor's degree,single,Central,Corporate Employee,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,41,Male,bachelor's degree,married,Northern,Corporate Employee,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,1.0,42,Female,high school,single,Central,Entrepreneur,0.0,0.5370313489337052,0.2775963572188767,0.08083094208463,0.0,0.0,0.1045413517627881,0.0,0.0,0.0
156,0.0,30,Female,high school,single,Southern,Freelancer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,0.0,39,Female,bachelor's degree,single,Central,Corporate Employee,0.8903229241236328,0.0,0.0,0.0,0.1096770758763672,0.0,0.0,0.0,0.0,0.0
162,0.0,60,Male,bachelor's degree,married,Northeastern,Entrepreneur,0.8503359239684104,0.0,0.1351525018313869,0.0145115742002026,0.0,0.0,0.0,0.0,0.0,0.0
164,0.0,48,Female,high school,single,Central,Corporate Employee,0.0,0.0,0.0,0.7965095182887435,0.0,0.0,0.2034904817112564,0.0,0.0,0.0
165,0.0,47,Female,bachelor's degree,single,Eastern,Freelancer,0.0,0.9174277347713896,0.0,0.0,0.0,0.0649444782696935,0.0176277869589168,0.0,0.0,0.0
