Number of Children,Number of Vehicles,Gender,Education level,Marital status,Savings Account,Savings Account Subgroup,Health Insurance,Lending,Payment,Service,Business Lending,Deposit Account,Deposit Account Balance,Deposit Account Transactions,Deposit Account Transactions AVG,Deposit Account Transactions MIN,Deposit Account Transactions MAX,Deposit Account Inflow,Deposit Account Inflow MIN,Deposit Account Inflow MAX,Deposit Account Outflow,Deposit Account Outflow MIN,Deposit Account Outflow MAX,Deposit Account Inflow Amount,Deposit Account Outflow Amount,Age,Region,Occupation Group,CUST_ID,Summary,Education_T1,Marital_Status_T1,Occupation_Group_T1,Region_T1,Number_of_Children_T1,Reason
0.0,Unknown,Female,Unknown,single,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,38.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Central,Corporate Employee,69,"This customer is a 27-year-old single female corporate employee living in the Central region. While her education level and vehicle ownership are unknown, her financial profile reflects a cautious and minimalistic approach to banking services. She has two savings accounts, suggesting a preference for liquidity and financial security, but shows little engagement with other financial products such as lending, business services, or advanced payment systems. She utilizes health insurance, indicating an awareness of long-term planning for personal well-being, but her deposit account remains largely inactive, with a low balance of $38.05 and no recorded transactions, inflows, or outflows. This lack of activity suggests limited reliance on traditional banking for day-to-day financial management, possibly favoring alternative payment methods or cash transactions outside formal banking systems. Her single status and absence of children align with a lifestyle that may prioritize career growth over family-related financial commitments. Overall, she represents a young professional with basic financial service usage, demonstrating conservative spending habits and a low transactional footprint, likely indicative of someone in the early stages of wealth accumulation and financial independence. This profile would resonate with customers who display similar characteristics of limited financial engagement and a streamlined banking portfolio.",Unknown,single,Freelancer,Central,0.0,"**Key Changes:**  
1. Occupation transitioned from corporate employee to freelancer.  
2. No changes in marital status, region, or number of children, indicating stability in lifestyle factors.  
3. The financial engagement remains minimal and unchanged, with no new inflows, outflows, or transactions.  

**Root Causes:**  
The shift from corporate employment to freelancing suggests a career pivot toward greater autonomy, possibly driven by dissatisfaction with traditional employment or pursuit of higher income potential. This change may reflect an evolving financial mindset, emphasizing flexibility over stability.  

**Financial Impact:**  
Neutral to slightly negative. Freelancing introduces income variability, increasing risk for someone with limited financial activity and no lending or advanced financial tools. The unchanged deposit balance ($38.05) and inactivity indicate no immediate financial growth or adaptation to new income patterns.  

**Behavioral Pattern:**  
The customer’s financial behavior remains conservative despite her occupational shift, indicating hesitation to engage with financial products or adjust her banking portfolio. This lack of adaptation suggests a cautious approach to freelancing, likely prioritizing risk mitigation over immediate financial expansion."
0.0,3.0,Female,high school,married,5.0,5.0,1.0,0.0,4.0,0.0,0.0,1.0,46395.62,28.0,1.75,1.0,4.0,3.0,1.0,1.0,25.0,1.0,3.0,369668.0,328470.0,65,Southern,Homemaker,3495,"This customer represents a 65-year-old married female homemaker residing in the Southern region. With a high school education and no children, she maintains a household supported by three vehicles, indicating a stable lifestyle possibly centered around leisure or family activities. Her financial behavior reveals a cautious yet active user of banking services, with five savings accounts and one deposit account that holds a substantial balance of $46,395.62. Transactions within her deposit account are frequent (averaging 1.75 per month across 28 transactions), with steady inflows totaling $369,668 annually and slightly lower outflows of $328,470, suggesting a net-positive cash flow and careful money management. Her inflows and outflows are consistent, with inflows capped at $1,000 per transaction and outflows generally ranging up to $3,000, highlighting controlled spending patterns with modest variability. She does not engage in lending or business services but actively utilizes payment services, reflecting a preference for straightforward, personal financial tools over complex financial products. The presence of health insurance further suggests a focus on security and planning for her age group. This customer exemplifies a financially stable, conservative individual who prioritizes savings and careful budgeting, making her part of a segment likely to value reliability and simplicity in financial services.",high school,widow,Entrepreneur,Southern,0.0,"### Key Changes:
1. **Marital Status:** Transitioned from married to widow.  
2. **Occupation:** Shifted from homemaker to entrepreneur.  
3. **Lifestyle Status:** Despite no change in the number of children, her role has evolved from domestic to professional.  

### Root Causes:
The transition from married to widow likely prompted financial independence and a need to generate income, motivating her shift to entrepreneurship. Emotional and financial restructuring post-bereavement may have driven this proactive change.  

### Financial Impact:
The shift to entrepreneur suggests a positive or neutral financial implication, depending on her business success. Her prior net-positive cash flow and substantial savings provide a safety net, reducing immediate financial risk. However, the absence of lending activity reflects a cautious approach to leveraging debt for business growth.  

### Behavioral Pattern:
The customer has transitioned from a cautious, stability-focused homemaker to a potentially growth-oriented entrepreneur. While her financial behavior previously emphasized savings and controlled spending, this shift suggests a willingness to engage in calculated risks, reflecting adaptability and resilience amidst life changes."
0.0,Unknown,Male,master's degree,single,4.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,41,Central,Corporate Employee,1876,"This customer is a 41-year-old single male with a master's degree, working as a corporate employee in the Central region. With no children and an unknown number of vehicles, he appears to lead a focused, career-oriented lifestyle. Financially, he demonstrates moderate engagement with bank services, including active savings accounts (4.0 overall and subgroup usage), basic health insurance (1.0), and limited lending activity (1.0). His payment service usage (2.0) suggests a practical approach to managing everyday transactions, although he does not utilize business lending, deposit accounts, or additional financial services. The absence of transactional data for deposit accounts and inflows/outflows limits insights into his precise financial habits, but his consistent use of savings accounts indicates a preference for accumulating funds rather than frequent liquidity needs. This customer likely represents an upwardly mobile, financially cautious professional, balancing moderate service usage with a focus on long-term financial stability. His profile suggests similarities with other urban, mid-career professionals who prioritize savings and essential financial products while avoiding complex or high-risk financial behaviors.",master's degree,single,Corporate Employee,Central,0.0,"**Key Changes:**  
1. No changes were observed between T0 and T1 across education, marital status, occupation, region, or number of children.  
2. Financial service usage and transactional data remain static, with no updates or new activity.  
3. Lack of new deposit account inflows/outflows or lending activities, reflecting no behavioral or financial shift.

**Root Causes:**  
The absence of change suggests the customer’s financial and life circumstances remain stable. Likely root causes include a steady career, no major life events (e.g., marriage, children, or relocation), and a continued preference for a savings-focused financial strategy over risk-taking or increased spending.

**Financial Impact:**  
Neutral. The customer maintains financial stability but shows no signs of leveraging new opportunities for growth, such as investments, business lending, or enhanced financial services.

**Behavioral Pattern:**  
The customer exhibits consistent, cautious financial behavior, prioritizing savings while avoiding significant lifestyle or financial risks. This stability aligns with a methodical, long-term approach to financial planning, characteristic of a mid-career professional focused on maintaining security over experimentation."
0.0,Unknown,Male,Unknown,single,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,23,Eastern,Corporate Employee,2833,"This customer is a 23-year-old single male working in a corporate role in the Eastern region, with no children and an unknown number of vehicles. His education level remains unspecified, and his financial engagement with formal services is minimal, marked by no active savings account, health insurance, lending products, or deposit accounts. He also does not appear to utilize payment services or business lending, suggesting a limited interaction with financial institutions at this stage of his life. The only service he actively uses is categorized under ""Service,"" but its exact nature is unclear. His transactional behaviors and account balances are unknown, making it challenging to assess spending or saving patterns. As a young professional, he potentially represents an emerging customer segment that may not yet be financially established or engaged with long-term financial planning. This profile suggests a customer who could be at the beginning of their financial journey, possibly seeking accessible and straightforward services tailored to entry-level needs. His corporate occupation and single status indicate a focus on personal financial independence, but his lack of financial product usage may reflect hesitancy, limited access, or early-stage career priorities.",Unknown,single,Corporate Employee,Eastern,0.0,"**Key Changes:**  
1. No notable changes were observed in demographic or financial data between T0 and T1.  
2. The customer continues to be single, in the same occupation, and has no children, with education and vehicle ownership still unspecified.  
3. Financial engagement remains minimal, with no new savings, lending, or deposit activity recorded.  

**Root Causes:**  
The lack of change suggests the customer remains in the same life stage and financial situation. This stagnation could be driven by early career priorities, limited disposable income, or a lack of financial literacy or incentives to engage with additional financial products.  

**Financial Impact:**  
Neutral. Without new financial product adoption or engagement, the customer’s financial portfolio shows no growth or diversification. While stable, this lack of activity limits future opportunities for wealth building or financial security.  

**Behavioral Pattern:**  
The customer exhibits consistent financial disengagement, suggesting a cautious or indifferent approach to formal financial products. His behavior may reflect a preference for simplicity or a lack of perceived value in expanding financial relationships. He remains a potential candidate for entry-level financial services targeting young professionals."
0.0,0.0,Male,high school,married,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,37,Western,Corporate Employee,4261,"This customer is a 37-year-old married male residing in the Western region, with a high school education and employment in a corporate setting. Despite his stable professional status, he does not currently engage with financial services such as savings accounts, health insurance, lending products, payment systems, or business lending, suggesting a low level of financial integration. He has no recorded vehicles or children, which could imply a more individual-focused lifestyle or a household with minimal financial dependencies. The absence of deposit account information, including balances, transaction patterns, inflows, and outflows, makes it challenging to assess his financial behavior, but this lack of engagement could indicate a preference for alternative financial tools or a reliance on cash-based transactions. As a corporate employee, this customer likely has a steady income, yet his limited utilization of traditional banking products might suggest he is either underserved or has chosen to avoid conventional financial institutions. This profile represents a potential opportunity to explore unmet needs or preferences for simplified financial solutions. Matching him with similar customers would involve identifying individuals who share a low-engagement financial footprint, are employed in structured roles, and live in regions with comparable economic conditions.",high school,married,Unemployed,Western,0.0,"**Key Changes:**  
1. Employment status changed from Corporate Employee to Unemployed.  
2. No corresponding increase in financial engagement (e.g., savings, lending, or insurance).  
3. No changes to household structure or regional location, indicating stability in personal circumstances.  

**Root Causes:**  
The transition to unemployment is likely due to job loss, which may stem from economic conditions, layoffs, or personal choices (e.g., health or caregiving needs). The lack of children or household dependency suggests minimal external pressures may have influenced this decision.  

**Financial Impact:**  
Negative. Loss of income reduces financial security and limits opportunities for savings or investments. The absence of financial products (e.g., savings or insurance) increases vulnerability to economic shocks.  

**Behavioral Pattern:**  
The customer’s financial behavior remains passive, with no significant engagement in banking or financial tools despite a major life event. This highlights a continued reliance on non-traditional financial management (e.g., cash or informal networks) or a potential lack of financial literacy/resources to adapt to changes."
0.0,1.0,Female,bachelor's degree,single,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,38358.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Central,Student,3473,"This customer is a 33-year-old single female residing in the Central region who holds a bachelor's degree and is currently classified in the student occupation group. She has no children and owns one vehicle, indicating a relatively independent lifestyle. Her financial portfolio includes two savings accounts and one deposit account with a healthy balance of $38,358.06, but no recorded transactions or inflows/outflows, suggesting limited day-to-day banking activity and a preference for maintaining liquidity rather than active financial management. She also holds health insurance but does not engage with lending, payment, business lending, or other financial services, indicating a conservative approach to credit and financial products. Her static deposit account balance and lack of transaction variability reflect a low-frequency, low-complexity financial behavior, likely consistent with her student status and absence of significant income inflows or spending outflows. This profile represents a financially cautious and self-reliant individual who prioritizes savings over consumption or investment and may be an emerging professional with potential future growth in financial engagement as her career progresses. Customers similar to her would likely share minimal financial complexity, a focus on savings, and limited participation in broader financial ecosystems.",bachelor's degree,single,Entrepreneur,Central,0.0,"**Key Changes:**  
1. Occupation changed from *Student* to *Entrepreneur*.  
2. Marital status and number of children remain unchanged, indicating personal stability amid professional transition.  
3. No observed changes in financial activity metrics, suggesting continuity in financial behavior.

**Root Causes:**  
The shift from student to entrepreneur likely reflects a transition into self-employment or business ownership, signaling a milestone in career progression. This may be driven by completing education and seeking financial independence or pursuing a passion project.

**Financial Impact:**  
Neutral in the short term. While entrepreneurship may offer long-term income potential, the lack of new inflows, transactions, or lending activity suggests early-stage business development without immediate financial gains or increased financial complexity.

**Behavioral Pattern:**  
The customer’s financial behavior remains cautious and liquidity-focused. Despite the occupational change, her static account balance and lack of spending or borrowing indicate continued financial conservatism, possibly due to the inherent uncertainties of entrepreneurship. This reflects a measured, risk-averse approach to transitioning into a new professional role."
0.0,1.0,Female,high school,single,4.0,4.0,3.0,0.0,2.0,0.0,0.0,1.0,3506.81,9.0,1.5,1.0,2.0,3.0,1.0,1.0,6.0,1.0,2.0,24000.0,22499.41,55,Central,Unemployed,2232,"This customer is a 55-year-old single female residing in the Central region with a high school education and currently unemployed. Despite her employment status, she maintains a modest financial lifestyle supported by a single vehicle and no dependents. Her financial behavior reflects a pragmatic and consistent approach to money management. She actively utilizes four savings accounts, indicating a focus on safeguarding her financial stability, complemented by mid-tier health insurance coverage. While she does not engage in lending or business lending services, she makes regular use of payment services, suggesting a preference for simplicity and reliability in transactions. Her deposit account activity reveals balanced inflows and outflows, with average monthly transactions of 1.5 and a steady account balance of $3,506.81. The inflow of $24,000 annually aligns closely with an outflow of $22,499.41, showing a careful budgeting style with low variability in transaction amounts ranging between $1.00 to $2.00. She appears to prioritize financial predictability, evidenced by consistent small inflows and outflows that ensure her account remains active but controlled. This profile represents a budget-conscious, stability-seeking individual who values straightforward financial products and services tailored to a modest but steady income stream.",high school,single,Unemployed,Central,0.0,"**Key Changes:**  
1. None observed – demographic and financial variables remain unchanged between T0 and T1.  
2. No change in savings, lending, or account activity metrics.  
3. Transaction patterns, balances, inflows, and outflows remain consistent.  

**Root Causes:**  
The absence of changes suggests the customer is likely in a stable yet stagnant financial and life situation, with no significant shifts in income, employment, or life events driving new financial behaviors. This stability may stem from reliance on fixed income sources (e.g., savings, pension, or external support).  

**Financial Impact:**  
The financial implications are neutral. The customer maintains a steady account balance and predictable financial activity, indicating no improvement or deterioration in financial health.  

**Behavioral Pattern:**  
The customer exhibits a highly consistent financial behavior, continuing to prioritize stability and control. She remains risk-averse, avoiding lending or high-spending patterns, and likely values predictability over growth or change."
0.0,Unknown,Male,Unknown,others,4.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,4605.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,Central,Corporate Employee,138,"This customer is a 23-year-old male corporate employee residing in the Central region with an undefined marital status and no children. His education level and vehicle ownership are not specified, but his occupation suggests a young professional likely in the early stages of his career. Financially conservative, he holds four savings accounts and engages with multiple payment services, indicating a practical approach to managing liquidity and everyday finances. He has opted for basic health insurance coverage but does not have lending products, business lending, or other financial services, which suggests limited borrowing needs or cautious financial behavior. Despite maintaining a deposit account with a modest balance of $4,605.62, there is no record of transactions, inflows, or outflows, pointing to minimal activity or usage of this account. His financial behavior reflects a passive approach to banking, possibly for safekeeping funds rather than active transactions or investments. This profile aligns with a young urban professional who is focused on stability, cautious with borrowing, and prioritizes savings and essential financial services while maintaining a low transactional footprint. Ideal for similarity matching, this customer represents the segment of emerging professionals with basic financial service usage and conservative financial habits.",Unknown,single,Corporate Employee,Central,0.0,"**Key Changes:**  
1. Marital Status changed from ""others"" to ""single.""  
2. Education and occupation remained unchanged, but no new financial products or activity were introduced.  
3. No changes in financial transactions, deposit inflows, or outflows.

**Root Causes:**  
The clarification of marital status to ""single"" suggests administrative updates rather than a life event. The lack of other changes indicates the customer’s financial and personal circumstances remain stable, likely due to continued early-career focus and limited financial complexity.

**Financial Impact:**  
Neutral. No new financial products or transactional activity suggest no significant shifts in financial priorities or pressures. The deposit account balance and savings accounts remain static, pointing to consistent financial habits.

**Behavioral Pattern:**  
The customer continues to exhibit conservative financial behavior, prioritizing stability over growth or risk. The unchanged low activity in deposit accounts and absence of borrowing suggest a deliberate focus on savings and liquidity preservation. This reflects a cautious, passive approach to managing finances, typical of young professionals building a financial foundation."
0.0,Unknown,Male,Unknown,single,4.0,4.0,2.0,0.0,4.0,2.0,0.0,2.0,115.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,Central,Corporate Employee,2948,"This customer is a 34-year-old single male residing in the central region, employed as a corporate professional. His educational background and vehicle ownership are unknown, but he does not have children. Financially, he demonstrates a preference for savings-oriented products, maintaining four savings accounts with a consistent subgroup utilization, suggesting a structured approach to managing reserves. He actively engages with payment services at a high level, indicating regular transactional activity, possibly linked to his professional or lifestyle needs. His deposit account shows a modest balance of $115.21 but lacks transactional activity, inflows, or outflows, pointing to a dormant or secondary-use account. He does not use lending or business lending services, suggesting a conservative approach to credit or a lack of need for borrowing. His health insurance usage is moderate, reflecting an awareness of financial security but not extensive engagement. Overall, this customer appears to be financially cautious, focused on saving and maintaining low-risk financial habits, with little variability or dynamic movement in his accounts. His profile aligns with a segment of young professionals who prioritize stability and conservative financial management over active borrowing or investing.",bachelor's degree,single,Corporate Employee,Central,0.0,"**Key Changes:**  
1. Education status updated from ""Unknown"" to ""Bachelor's degree.""  
2. No change in marital status, occupation, region, or number of children.  
3. Financial activity remains static, with no changes in deposit account transactions, inflows, or outflows.  

**Root Causes:**  
The education update suggests either improved data accuracy or the customer recently disclosed or completed their degree. This may reflect career or self-development priorities but does not immediately impact financial behavior. The lack of financial activity change implies stability in life circumstances, with no new financial stressors or opportunities emerging.  

**Financial Impact:**  
Neutral. While the education update could eventually correlate with higher earning potential, it has not yet translated into observable financial behavior changes or increased account activity.  

**Behavioral Pattern:**  
The customer maintains a conservative, savings-oriented financial profile with minimal risk-taking or transactional dynamism. The absence of changes in financial activity suggests consistent priorities, such as maintaining existing reserves and avoiding borrowing. This stability reflects a cautious and methodical financial mindset, aligned with long-term security rather than short-term growth."
0.0,Unknown,Male,Unknown,others,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5500.0,5500.0,42,Central,Professional,797,"This customer represents a 42-year-old male professional residing in the Central region, with an unknown education level and marital status categorized as ""others."" He has no children and an undetermined number of vehicles, reflecting a potentially independent lifestyle. Financially, he demonstrates moderate engagement with banking services, holding three savings accounts and a subgroup of three, indicating a structured approach to saving. He also utilizes health insurance, lending products, payment services, and maintains a deposit account, though he does not engage in business lending or other specialized services. His deposit account shows regular and predictable transaction behavior, with four transactions averaging $2,000 per session, exhibiting minimal variability in inflows and outflows. The inflow and outflow amounts are identical at $5,500, suggesting a balanced financial flow, potentially tied to a fixed income source or disciplined budgeting practices. The consistent transaction amounts and lack of extremes in inflows or outflows indicate financial stability and a preference for predictable, low-risk financial patterns. This customer is likely a financially stable, middle-aged professional who values systematic savings and standard financial services, making him representative of a conservative and dependable banking segment with modest transactional volume and a focus on personal financial maintenance.",Unknown,married,Professional,Central,0.0,"**Key Changes:**  
1. Marital Status shifted from ""others"" to ""married.""  
2. Number of Children remained unchanged at 0.0.  
3. No changes observed in education, occupation, region, or financial activity metrics.

**Root Causes:**  
The shift to ""married"" suggests a significant life event, likely marriage, which could involve new financial responsibilities or shared budgeting. The absence of changes in children, occupation, and region implies stability in other aspects of his life and finances.  

**Financial Impact:**  
Neutral. While marriage often leads to financial adjustments, no immediate changes in account balances, transactions, or inflows/outflows were observed, suggesting the customer has maintained his financial habits post-marriage without disruptions or enhancements.  

**Behavioral Pattern:**  
The customer remains financially consistent and conservative, as evidenced by unchanged banking metrics. The transition to ""married"" suggests potential future financial collaboration or joint planning, but his stable financial patterns indicate a preference for predictable and disciplined financial management."
